57.66577,12.89214 
57.66549,12.89188 
57.66519,12.89166 
57.66396,12.89087 
57.66274,12.89015 
57.66265,12.89012 
57.6626,12.89006 
57.66227,12.88998 
57.66145,12.88991 
57.66127,12.88988 
57.66049,12.88971 
57.66046,12.88972 
57.66044,12.88973 
57.66034,12.8897 
57.66,12.88963 
57.65973,12.88959 
57.65918,12.88947 
57.65885,12.88938 
57.65873,12.88931 
57.65865,12.88928 
57.65813,12.88897 
57.65811,12.88895 
57.6579,12.88879 
57.6577,12.8886 
57.65749,12.88838 
57.65736,12.88821 
57.65734,12.88819 
57.65701,12.88777 
57.65683,12.8875 
57.65613,12.8863 
57.6561,12.88626 
57.65558,12.88537 
57.65555,12.88533 
57.65553,12.88523 
57.65493,12.88426 
57.65491,12.88424 
57.65441,12.88349 
57.65414,12.88306 
57.65393,12.88275 
57.65388,12.88275 
57.65368,12.88247 
57.65358,12.88235 
57.65346,12.88224 
57.65323,12.88211 
57.65317,12.88209 
57.65304,12.88203 
57.65289,12.882 
57.6527,12.88201 
57.65252,12.88203 
57.65217,12.88209 
57.65198,12.88211 
57.65187,12.88213 
57.65162,12.88216 
57.65157,12.88217 
57.65125,12.88217 
57.65109,12.88215 
57.65094,12.88211 
57.65079,12.88206 
57.65078,12.88205 
57.65065,12.88198 
57.65062,12.88196 
57.65049,12.88189 
57.65031,12.88177 
57.65028,12.88174 
57.65022,12.88166 
57.6499,12.88133 
57.6497,12.88106 
57.64939,12.8807 
57.64926,12.88052 
57.64925,12.8805 
57.64895,12.88013 
57.6489,12.88011 
57.64889,12.88009 
57.64839,12.87949 
57.64803,12.87897 
57.64795,12.87887 
57.64783,12.87876 
57.64772,12.87868 
57.64728,12.87843 
57.64653,12.87804 
57.64632,12.87791 
57.64624,12.87787 
57.64606,12.87774 
57.646,12.87767 
57.64596,12.87764 
57.64585,12.87751 
57.64576,12.87739 
57.64552,12.87691 
57.64526,12.87621 
57.64522,12.87607 
57.64509,12.87569 
57.64492,12.87536 
57.64477,12.87511 
57.64456,12.87468 
57.64449,12.8744 
57.64428,12.87367 
57.6442,12.87347 
57.64378,12.87253 
57.64368,12.87223 
57.64353,12.87165 
57.64337,12.87122 
57.64324,12.87093 
57.64293,12.87016 
57.6425,12.86922 
57.64212,12.86854 
57.64186,12.86819 
57.64174,12.86805 
57.64152,12.86782 
57.64126,12.8676 
57.64124,12.86759 
57.64088,12.86724 
57.6408,12.86715 
57.64079,12.86713 
57.64058,12.86686 
57.63977,12.86558 
57.63885,12.86422 
57.63883,12.86421 
57.63821,12.86336 
57.63811,12.86321 
57.63803,12.86311 
57.63783,12.86283 
57.63782,12.86282 
57.63762,12.86253 
57.63754,12.86236 
57.63739,12.86187 
57.63715,12.86061 
57.63715,12.8606 
57.63709,12.86029 
57.63697,12.85981 
57.63669,12.8591 
57.63637,12.85852 
57.63619,12.85826 
57.63617,12.85821 
57.63616,12.85817 
57.63537,12.85698 
57.63522,12.85673 
57.63468,12.85594 
57.63464,12.85589 
57.63409,12.85509 
57.63404,12.85507 
57.63328,12.85394 
57.63287,12.85325 
57.63264,12.85281 
57.63264,12.8528 
57.63239,12.85231 
57.63089,12.8491 
57.63089,12.84908 
57.6303,12.84784 
57.62993,12.84712 
57.62979,12.84689 
57.62925,12.84593 
57.62908,12.84565 
57.62864,12.84486 
57.62832,12.84418 
57.62804,12.84352 
57.62791,12.84316 
57.6279,12.8431 
57.62787,12.84298 
57.62773,12.84253 
57.62766,12.84238 
57.62737,12.84192 
57.62733,12.84184 
57.6272,12.84165 
57.62719,12.84163 
57.62706,12.84143 
57.62693,12.84116 
57.62639,12.84019 
57.62628,12.84002 
57.62536,12.83847 
57.62514,12.83813 
57.62476,12.8375 
57.62461,12.83722 
57.62446,12.83689 
57.62432,12.83654 
57.6242,12.83618 
57.6242,12.83613 
57.62403,12.83495 
57.624,12.83456 
57.62398,12.83401 
57.62399,12.83382 
57.62396,12.83259 
57.62392,12.83237 
57.62384,12.83212 
57.62351,12.8313 
57.62345,12.83118 
57.62321,12.83056 
57.62312,12.83037 
57.62251,12.8289 
57.62225,12.82832 
57.6221,12.82804 
57.62205,12.82793 
57.622,12.82784 
57.62169,12.82717 
57.62083,12.82543 
57.62082,12.82543 
57.62025,12.82424 
57.62009,12.82394 
57.61977,12.82327 
57.61944,12.82226 
57.61924,12.82122 
57.61906,12.81993 
57.61918,12.81987 
57.61923,12.81985 
57.6194,12.81976 
57.61948,12.81973 
57.61953,12.81972 
57.61958,12.81972 
57.61965,12.8197 
57.61973,12.81971 
57.61976,12.81971 
57.61997,12.81978 
57.62018,12.81988 
57.62027,12.81993 
57.62034,12.81994 
57.62045,12.81997 
57.62046,12.81998 
57.62082,12.82011 
57.62087,12.82012 
57.62116,12.82024 
57.62135,12.82028 
57.6214,12.82028 
57.62149,12.82027 
57.62167,12.82022 
57.6217,12.82023 
57.62172,12.82023 
57.62186,12.8203 
57.62209,12.82052 
57.62215,12.82057 
57.62223,12.82062 
57.62228,12.82064 
57.62235,12.82065 
57.62238,12.82066 
57.62243,12.82066 
57.62256,12.82068 
57.62259,12.82068 
57.62265,12.82067 
57.62269,12.82062 
57.62272,12.82057 
57.62282,12.82021 
57.62287,12.81996 
57.6229,12.81985 
57.62288,12.81964 
57.62267,12.81878 
57.62266,12.81872 
57.62259,12.81844 
57.62245,12.81744 
57.62243,12.81738 
57.62238,12.81713 
57.62229,12.81689 
57.62228,12.81685 
57.6222,12.81667 
57.62206,12.81622 
57.62201,12.81598 
57.62193,12.81568 
57.62184,12.81519 
57.62183,12.81504 
57.62184,12.81468 
57.62188,12.81446 
57.6219,12.81439 
57.62192,12.81428 
57.62204,12.814 
57.62196,12.81387 
57.6218,12.81369 
57.62167,12.81362 
57.62157,12.81354 
57.62145,12.81346 
57.6214,12.81342 
57.62122,12.8133 
57.621,12.81319 
57.62075,12.81315 
57.62052,12.81305 
57.62028,12.81288 
57.62007,12.81258 
57.61974,12.81186 
57.6196,12.81143 
57.6195,12.81126 
57.61941,12.81117 
57.61917,12.81098 
57.61876,12.81053 
57.6186,12.81034 
57.61837,12.80999 
57.61821,12.80965 
57.61803,12.80937 
57.61796,12.80923 
57.61779,12.80895 
57.61745,12.80821 
57.61728,12.80789 
57.61726,12.80782 
57.61712,12.8078 
57.61708,12.80777 
57.61702,12.80774 
